Nom station;Capacité de la station;Nombre bornettes libres;Nombre total vélos disponibles;Vélos mécaniques disponibles;Vélos électriques disponibles;Actualisation de la donnée;Nom communes équipées
Parme - Clichy;24;21;2;1;1;2023-04-05T22:44:57+02:00;Paris
Henri Ravera - Gabriel Péri;30;24;5;0;5;2023-04-05T22:45:53+02:00;Bagneux
Petit - Georges Thill;23;5;17;9;8;2023-04-05T22:42:11+02:00;Paris
Gare Montparnasse - Arrivée;43;40;2;2;0;2023-04-05T22:39:44+02:00;Paris
Chausson - Gabriel Péri;22;3;18;6;12;2023-04-05T22:46:38+02:00;Gennevilliers
Roger Salengro - Général de Gaulle;27;3;23;20;3;2023-04-05T22:45:10+02:00;Champigny-sur-Marne
Pyrénées - Plaine;12;7;5;2;3;2023-04-05T22:46:05+02:00;Paris
Murat - Porte de Saint-Cloud;38;9;26;21;5;2023-04-05T22:46:19+02:00;Paris
Gare de Bellevue;20;14;6;0;6;2023-04-05T22:40:41+02:00;Meudon
Diane Arbus;38;31;4;1;3;2023-04-05T22:46:49+02:00;Paris
Beaumarchais - Saint-Gilles;51;25;25;24;1;2023-04-05T22:43:18+02:00;Paris
Phalsbourg - Villiers;20;16;3;0;3;2023-04-05T22:46:29+02:00;Paris
Charenton - Jardiniers;31;0;29;17;12;2023-04-05T22:45:24+02:00;Paris
Cité Vaneau;26;20;5;3;2;2023-04-05T22:42:53+02:00;Paris
Sarrette - Général Leclerc;22;16;6;3;3;2023-04-05T22:46:25+02:00;Paris
Maine - Liancourt;27;23;3;0;3;2023-04-05T22:44:16+02:00;Paris
Place de la Fraternité;22;4;14;4;10;2023-04-05T22:46:38+02:00;Montreuil
Leibniz - Jean Dollfus;32;11;21;14;7;2023-04-05T22:47:06+02:00;Paris
Turbigo - Réaumur;31;16;12;12;0;2023-04-05T22:46:58+02:00;Paris
Herschel - Observatoire;37;35;2;0;2;2023-04-05T22:46:48+02:00;Paris
Dunkerque - Alsace;20;18;2;2;0;2023-04-05T22:44:36+02:00;Paris
Gare de Reuilly - Picpus;28;14;13;7;6;2023-04-05T22:46:38+02:00;Paris
Mairie du 10ème;19;10;7;7;0;2023-04-05T22:45:44+02:00;Paris
Pergolèse - Marbeau;27;17;2;1;1;2023-04-05T22:41:03+02:00;Paris
Faubourg Du Temple - Republique;38;28;6;6;0;2023-04-05T22:46:57+02:00;Paris
Jourdan - Cité Universitaire;39;36;1;1;0;2023-04-05T22:46:49+02:00;Paris
Petites Ecuries - Faubourg Saint-Denis;29;20;8;7;1;2023-04-05T22:47:02+02:00;Paris
Gambetta - Père Lachaise;29;18;11;1;10;2023-04-05T22:43:13+02:00;Paris
Charles de Gaulle - Plateau de Vanves;33;31;1;0;1;2023-04-05T22:41:29+02:00;Malakoff
Porte de Clignancourt - Ney;40;23;13;1;12;2023-04-05T22:46:10+02:00;Paris
Maurice Payret-Dortail;22;11;10;1;9;2023-04-05T22:43:31+02:00;Suresnes
Quai de Béthune - Pont de la Tournelle;25;11;12;11;1;2023-04-05T22:44:01+02:00;Paris
Française - Etienne Marcel;37;32;0;0;0;2023-04-05T22:46:47+02:00;Paris
Turbigo - Française;16;12;0;0;0;2023-04-05T22:46:44+02:00;Paris
Saint-Michel - Luxembourg;29;28;0;0;0;2023-04-05T22:45:37+02:00;Paris
Cordelières - Arago;46;9;35;26;9;2023-04-05T22:47:09+02:00;Paris
Nationale - Vincent Auriol;33;32;1;0;1;2023-04-05T22:41:37+02:00;Paris
Centquatre;42;31;9;5;4;2023-04-05T22:45:43+02:00;Paris
Olivier de Serres - Leriche;25;2;22;7;15;2023-04-05T22:45:15+02:00;Paris
Square Montholon;21;7;13;12;1;2023-04-05T22:46:20+02:00;Paris
Sainte-Elisabeth - Turbigo;33;5;22;19;3;2023-04-05T22:46:29+02:00;Paris
Gare Saint-Lazare - Stockholm;32;26;3;2;1;2023-04-05T22:40:55+02:00;Paris
Solitaires - Place des Fêtes;29;25;4;0;4;2023-04-05T22:40:11+02:00;Paris
Louis Blanc - La Chapelle;21;7;13;6;7;2023-04-05T22:45:16+02:00;Paris
Adolphe Lalyre - Armand Silvestre;40;23;16;9;7;2023-04-05T22:42:21+02:00;Courbevoie
Emile Reynaud - Porte de la Villette;22;0;21;10;11;2023-04-05T22:46:24+02:00;Paris
Temple - Haudriettes;19;12;6;6;0;2023-04-05T22:45:05+02:00;Paris
Bargue -  Dutot;21;10;11;7;4;2023-04-05T22:45:43+02:00;Paris
Bézout - Général Leclerc;30;25;5;4;1;2023-04-05T22:46:58+02:00;Paris
Place de l'Europe - Alfortville;24;8;16;9;7;2023-04-05T22:42:47+02:00;Alfortville
Blancs-Manteaux - Archives;29;22;4;4;0;2023-04-05T22:47:10+02:00;Paris
Traktir - Foch;22;18;1;1;0;2023-04-05T22:45:58+02:00;Paris
Hôtel de Ville d'Asnières sur Seine;30;1;25;19;6;2023-04-05T22:44:37+02:00;Asnières-sur-Seine
Sèvres - Général Leclerc;30;16;14;8;6;2023-04-05T22:47:03+02:00;Boulogne-Billancourt
Hôtel de Ville de Chaville;20;16;3;0;3;2023-04-05T22:40:35+02:00;Chaville
Louis le Grand - Italiens;33;28;2;1;1;2023-04-05T22:38:49+02:00;Paris
Didot - Mariniers;35;15;20;11;9;2023-04-05T22:46:36+02:00;Paris
Saint-Denis - Université;24;21;3;0;3;2023-04-05T22:47:12+02:00;Saint-Denis
Lally-Tollendal - Armand Carrel;28;15;12;6;6;2023-04-05T22:40:20+02:00;Paris
Bourse du Travail;17;11;4;2;2;2023-04-05T22:47:00+02:00;Paris
Gardenat-Lapostol - Velettes;20;18;2;1;1;2023-04-05T22:46:21+02:00;Suresnes
Bosquet - Saint-Dominique;28;13;12;11;1;2023-04-05T22:47:11+02:00;Paris
Place du 17 Octobre;20;7;11;9;2;2023-04-05T22:44:34+02:00;Gennevilliers
Maurice d'Ocagne - General Maudhuy;30;28;2;0;2;2023-04-05T22:43:24+02:00;Paris
Kléber - National;20;13;4;3;1;2023-04-05T22:45:52+02:00;La Garenne-Colombes
Arsène Houssaye - Champs-Elysées;29;24;0;0;0;2023-04-05T22:44:35+02:00;Paris
Château - République;20;5;14;7;7;2023-04-05T22:44:56+02:00;La Garenne-Colombes
Lacuée - Lyon;16;7;7;4;3;2023-04-05T22:46:53+02:00;Paris
Victoire - Laffitte;20;18;0;0;0;2023-04-05T22:46:44+02:00;Paris
Archives - Rivoli;25;20;1;0;1;2023-04-05T22:45:46+02:00;Paris
Eugène Varlin - Place de la Paix;23;20;3;1;2;2023-04-05T22:37:52+02:00;Villejuif
Frères Flavien - Porte des Lilas;23;8;15;0;15;2023-04-05T22:44:31+02:00;Paris
Froidevaux - Boulard;35;31;2;2;0;2023-04-05T22:46:19+02:00;Paris
Saint-Denis - Réaumur;32;18;11;9;2;2023-04-05T22:45:26+02:00;Paris
Place de l'Hôtel de Ville;14;9;1;1;0;2023-04-05T22:46:33+02:00;Paris
Joffre - Aigle;20;10;9;4;5;2023-04-05T22:41:50+02:00;La Garenne-Colombes
Verdier - Jean Jaurès;33;23;10;4;6;2023-04-05T22:43:59+02:00;Montrouge
Parc Roger Salengro;35;16;19;13;6;2023-04-05T22:42:15+02:00;Clichy
Alouettes - Maréchal de Lattre de Tassigny;22;20;2;0;2;2023-04-05T22:47:15+02:00;Fontenay-sous-Bois
Etienne Marcel - Montorgueil;28;23;5;5;0;2023-04-05T22:44:50+02:00;Paris
Mairie du Kremlin-Bicêtre;25;18;6;0;6;2023-04-05T22:45:18+02:00;Le Kremlin-Bicêtre
Montmartre - Etienne Marcel;16;11;3;3;0;2023-04-05T22:45:36+02:00;Paris
Séminaire de Conflans - Liberté;26;17;8;3;5;2023-04-05T22:42:42+02:00;Charenton-le-Pont
Cléry - Montmartre;44;37;3;2;1;2023-04-05T22:47:12+02:00;Paris
Poulet - Barbès;0;0;0;0;0;2019-03-20T15:46:36+01:00;Paris
Square Emile - Chautemps;25;17;3;0;3;2023-04-05T22:45:13+02:00;Paris
Gare du Nord - La Chapelle;18;16;1;1;0;2023-04-05T22:37:20+02:00;Paris
Gare d'Austerlitz - Pont Charles de Gaulle;55;52;1;0;1;2023-04-05T22:46:43+02:00;Paris
Gardenat Lapostol - Franklin Roosevelt;24;21;3;0;3;2023-04-05T22:47:05+02:00;Suresnes
Cours de Vincennes - Soult;45;41;2;1;1;2023-04-05T22:46:44+02:00;Paris
Jean-Jacques Rousseau - Deux Ecus;22;17;2;2;0;2023-04-05T22:45:07+02:00;Paris
Lagny - Auguste Blanqui;27;24;2;1;1;2023-04-05T22:42:42+02:00;Montreuil
Candale - Mehul;25;15;10;2;8;2023-04-05T22:45:01+02:00;Pantin
Adolphe Pinard - Victor Hugo;52;44;8;3;5;2023-04-05T22:46:49+02:00;Malakoff
Édouard Vaillant - Place Jean Jaurès;24;7;16;1;15;2023-04-05T22:43:52+02:00;Suresnes
Mairie du 3ème;32;8;18;17;1;2023-04-05T22:46:55+02:00;Paris
Choisy - Malmaisons;25;13;9;8;1;2023-04-05T22:46:20+02:00;Paris
Convention - Lourmel;36;0;34;31;3;2023-04-05T22:46:28+02:00;Paris
Mairie du 2ème;28;26;1;0;1;2023-04-05T22:45:11+02:00;Paris
Bastille - Beaumarchais;23;1;19;17;2;2023-04-05T22:46:22+02:00;Paris
Place du 8 mai 1945;30;12;14;6;8;2023-04-05T22:45:45+02:00;Saint-Denis
Fille du Calvaire - Turenne;29;14;13;10;3;2023-04-05T22:45:19+02:00;Paris
Place du Lieutenant Henri Karcher;30;27;2;1;1;2023-04-05T22:46:49+02:00;Paris
Cesaria Evora - Rosa Parks;40;36;3;1;2;2023-04-05T22:47:16+02:00;Paris
Grande Rue - Europe;25;18;7;2;5;2023-04-05T22:44:35+02:00;Sèvres
Place de la Bastille - Bourdon;35;8;25;24;1;2023-04-05T22:46:35+02:00;Paris
Saint-Bon - Rivoli;19;16;2;2;0;2023-04-05T22:46:28+02:00;Paris
Tiron - Rivoli;28;11;11;10;1;2023-04-05T22:44:05+02:00;Paris
Stade Pershing;26;26;0;0;0;2023-02-10T14:22:59+01:00;Paris
Jean Bleuzen - Square du 11 Novembre;49;44;5;0;5;2023-04-05T22:41:50+02:00;Vanves
Filles Saint-Thomas - Place de la Bourse;58;58;0;0;0;2023-04-05T22:43:48+02:00;Paris
Place de la République - Temple;18;11;5;4;1;2023-04-05T22:47:01+02:00;Paris
Saint-Amand - Labrouste;36;4;30;13;17;2023-04-05T22:46:03+02:00;Paris
Rivoli - Musée du Louvre;24;20;2;1;1;2023-04-05T22:46:57+02:00;Paris
Fabre d'Eglantine - Place de la Nation;68;49;17;16;1;2023-04-05T22:44:33+02:00;Paris
Village Saint-Paul;28;16;11;10;1;2023-04-05T22:47:12+02:00;Paris
Jouffroy d'Abbans - Villiers;34;30;1;1;0;2023-04-05T22:45:44+02:00;Paris
Quai Jules Guesde - Saint-Simon;30;10;19;14;5;2023-04-05T22:46:54+02:00;Vitry-sur-Seine
Marx Dormoy - Château Sainte-Barbe;22;16;6;1;5;2023-04-05T22:44:39+02:00;Fontenay-aux-Roses
Bas - Gabriel Péri;30;22;6;3;3;2023-04-05T22:46:14+02:00;Asnières-sur-Seine
Amédée Huon - Fort d'Ivry;31;26;3;0;3;2023-04-05T22:39:35+02:00;Ivry-sur-Seine
Barbès - Monique Maunoury;40;32;7;3;4;2023-04-05T22:46:05+02:00;Ivry-sur-Seine
Saint-Honoré - Musée du Louvre;22;22;0;0;0;2023-04-05T22:47:04+02:00;Paris
Choiseul - Quatre Septembre;44;41;2;1;1;2023-04-05T22:46:46+02:00;Paris
Archives - Pastourelle;28;13;15;11;4;2023-04-05T22:46:58+02:00;Paris
Porte de Saint Cloud - Parc des Princes;32;10;21;20;1;2023-04-05T22:47:01+02:00;Paris
Arthur Ranc - Hôpital Bichat;26;20;5;1;4;2023-04-05T22:46:53+02:00;Paris
Mairie du 4ème;44;28;10;9;1;2023-04-05T22:43:28+02:00;Paris
Magenta - Chabrol;24;15;7;4;3;2023-04-05T22:45:53+02:00;Paris
Hippodrome Paris-Vincennes;42;40;2;1;1;2023-04-05T22:42:02+02:00;Paris
Suresnes - Muette à Neuilly;30;25;5;2;3;2023-04-05T22:43:17+02:00;Paris
Saint-Gilles - Turenne;18;6;5;5;0;2023-04-05T22:44:50+02:00;Paris
Verdun - Carnot;28;4;23;4;19;2023-04-05T22:44:07+02:00;Ivry-sur-Seine
Pau Casals - Neuve Tolbiac;53;51;2;0;2;2023-04-05T22:44:47+02:00;Paris
Marseillaise - Grenade;0;0;0;0;0;2023-01-17T06:58:51+01:00;Paris
Square Pierre Lazareff;17;14;3;3;0;2023-04-05T22:46:04+02:00;Paris
Place du Palais Royal;67;67;0;0;0;2023-04-05T22:39:23+02:00;Paris
Place Paul Delouvrier;26;6;19;15;4;2023-04-05T22:45:43+02:00;Paris
Belles Feuilles - Place de Mexico;23;22;1;0;1;2023-04-05T22:45:13+02:00;Paris
Alger - Rivoli;21;19;1;0;1;2023-04-05T22:46:26+02:00;Paris
Lampes;43;23;18;11;7;2023-04-05T22:44:03+02:00;Ivry-sur-Seine
Aboukir - Alexandrie;21;6;12;11;1;2023-04-05T22:46:11+02:00;Paris
Porte de Pantin.;33;23;8;6;2;2023-04-05T22:46:48+02:00;Paris
Waldeck Rochet - Germaine Tillon;31;27;3;0;3;2023-04-05T22:43:57+02:00;Aubervilliers
Jules Guesdes - Carnot;16;7;6;3;3;2023-04-05T22:43:26+02:00;Saint-Denis
Chaussée d'Antin - Haussmann;24;22;0;0;0;2023-04-05T22:45:50+02:00;Paris
Les Halles - Saint-Eustache;32;27;2;1;1;2023-04-05T22:46:25+02:00;Paris
Gare des Vallées;20;2;13;1;12;2023-04-05T22:47:08+02:00;La Garenne-Colombes
Victor Massé - Jean-Baptiste Pigalle;18;7;8;5;3;2023-04-05T22:45:57+02:00;Paris
Oratoire - Rivoli;18;12;2;1;1;2023-04-05T22:47:06+02:00;Paris
Coquillière - Louvre;21;20;1;1;0;2023-04-05T22:46:25+02:00;Paris
Château - Place de Catalogne;33;32;1;0;1;2023-04-05T22:45:38+02:00;Paris
Place de l'Eglise - Vitry-sur-Seine;28;2;24;23;1;2023-04-05T22:43:55+02:00;Vitry-sur-Seine
Ventadour - Opéra;27;26;1;0;1;2023-04-05T22:42:42+02:00;Paris
Sorbier - Gasnier-Guy;34;16;17;1;16;2023-04-05T22:45:46+02:00;Paris
Custine - Ramey;41;6;32;11;21;2023-04-05T22:46:56+02:00;Paris
Saint-Mande - Picpus;35;22;12;9;3;2023-04-05T22:39:15+02:00;Paris
Berthier - Porte de Clichy;24;17;6;3;3;2023-04-05T22:45:57+02:00;Paris
Les Blagis;27;7;19;15;4;2023-04-05T22:47:13+02:00;Sceaux
Saint Pères - Saint Germain;0;0;0;0;0;2023-01-19T09:32:29+01:00;Paris
Victor Hugo - Paul Eluard;32;13;19;16;3;2023-04-05T22:46:59+02:00;Charenton-le-Pont
Square Victor Basch;20;7;11;4;7;2023-04-05T22:45:07+02:00;Colombes
Youri Gagarine - Commune de Paris;33;23;10;1;9;2023-04-05T22:47:02+02:00;Vitry-sur-Seine
Saint-Honoré - 29 juillet;20;18;0;0;0;2023-04-05T22:43:25+02:00;Paris
Quai de Sèvres - Manufacture Nationale;28;7;17;15;2;2023-04-05T22:45:43+02:00;Sèvres
Saint-Placide - Cherche Midi;66;57;8;4;4;2023-04-05T22:44:23+02:00;Paris
Bagnolet - Place Saint-Blaise;28;18;10;0;10;2023-04-05T22:45:29+02:00;Paris
Decrès - Alésia;0;0;0;0;0;2023-03-01T13:01:35+01:00;Paris
Dutot - Place Alleray;56;31;25;11;14;2023-04-05T22:46:11+02:00;Paris
Guy Môquet - Parvis Georges Marchais;30;23;6;0;6;2023-04-05T22:45:44+02:00;Villejuif
Henri Barbusse - Gabriel Péri;27;19;8;2;6;2023-04-05T22:46:45+02:00;Châtillon
Le Goff - Gay-Lussac;35;31;2;1;1;2023-04-05T22:46:22+02:00;Paris
Stéphanie Bouvard - Gambetta;0;0;0;0;0;2022-11-03T10:26:33+01:00;Ivry-sur-Seine
Résistance - Parmentier;35;31;4;0;4;2023-04-05T22:41:49+02:00;Montreuil
Vincent Auriol - Louise Weiss;22;20;1;1;0;2023-04-05T22:47:10+02:00;Paris
Jean Jaurès - Paul Lafargue;28;24;3;3;0;2023-04-05T22:43:20+02:00;Puteaux
Halle Freyssinet - Parvis Alan Turing;23;23;0;0;0;2023-04-05T22:41:32+02:00;Paris
Quai de l'Aisne - Général Leclerc;27;3;21;11;10;2023-04-05T22:46:58+02:00;Pantin
Bichat - Grange aux Belles;30;16;12;11;1;2023-04-05T22:46:32+02:00;Paris
Parc Départemental des Hautes-Bruyères;30;28;1;0;1;2023-04-05T22:47:13+02:00;Villejuif
Gare de Chaville Rive Gauche;18;10;6;4;2;2023-04-05T22:47:12+02:00;Chaville
Victor Hugo - Gare;22;4;17;6;11;2023-04-05T22:43:22+02:00;Colombes
Gobelins - Port-Royal;40;2;34;30;4;2023-04-05T22:47:15+02:00;Paris
Parc Floral du Bel Air;25;24;0;0;0;2023-04-05T22:46:16+02:00;Paris
Danielle Casanova - Ledru-Rollin;28;1;26;22;4;2023-04-05T22:46:53+02:00;Ivry-sur-Seine
Bréa - Raspail;24;21;0;0;0;2023-04-05T22:46:37+02:00;Paris
Belleville -  Pré Saint-Gervais;21;3;18;0;18;2023-04-05T22:46:10+02:00;Paris
Henri Barbusse - Marcel Cachin;37;37;0;0;0;2023-01-18T11:56:20+01:00;Saint-Denis
Ney - Porte de Montmartre;24;18;3;0;3;2023-04-05T22:45:26+02:00;Paris
Place de la Division Leclerc;35;34;1;0;1;2023-04-05T22:37:59+02:00;Fontenay-aux-Roses
Saint-Denis - Rivoli;43;26;14;11;3;2023-04-05T22:47:03+02:00;Paris
Cardinal Lavigerie;46;25;19;9;10;2023-04-05T22:45:49+02:00;Paris
Gare - Aristide Briand;29;4;22;21;1;2023-04-05T22:46:36+02:00;Issy-les-Moulineaux
Réaumur - Montmartre;19;18;1;0;1;2023-04-05T22:45:09+02:00;Paris
Porte de Versailles;28;23;1;1;0;2023-04-05T22:46:52+02:00;Paris
Belfort - Victor Hugo;24;10;13;7;6;2023-04-05T22:45:48+02:00;Clichy
Carrefour Pleyel;36;31;4;4;0;2023-04-05T22:42:45+02:00;Saint-Denis
André Theuriet - Blagis;30;21;7;6;1;2023-04-05T22:46:49+02:00;Bourg-la-Reine
Bons Raisins - Voltaire;24;15;9;0;9;2023-04-05T22:46:04+02:00;Rueil-Malmaison
Saint-Marc - Feydeau;37;34;2;2;0;2023-04-05T22:43:13+02:00;Paris
Place Denfert-Rochereau;20;1;19;15;4;2023-04-05T22:46:31+02:00;Boulogne-Billancourt
Place André Malraux;19;14;1;1;0;2023-04-05T22:47:05+02:00;Paris
Saint-Augustin;31;29;0;0;0;2023-04-05T22:46:43+02:00;Paris
Place des Victoires;24;23;1;0;1;2023-04-05T22:46:05+02:00;Paris
Bobillot - Tolbiac;33;12;20;14;6;2023-04-05T22:46:02+02:00;Paris
Danielle Casanova - Opéra;20;16;0;0;0;2023-04-05T22:42:47+02:00;Paris
Général Leclerc - Bièvre;25;15;10;6;4;2023-04-05T22:44:04+02:00;Bourg-la-Reine
Simon Bolivar - Henri Turot;22;15;6;0;6;2023-04-05T22:47:15+02:00;Paris
Félix Faure - Convention;44;1;37;34;3;2023-04-05T22:43:08+02:00;Paris
Silly - Louis Blériot;23;2;20;16;4;2023-04-05T22:45:29+02:00;Boulogne-Billancourt
Léon Frot - Charonne;19;0;17;13;4;2023-04-05T22:47:05+02:00;Paris
Place du Moulin de Javel;45;42;1;0;1;2023-04-05T22:46:25+02:00;Paris
Duméril - Jeanne d'Arc;40;7;31;18;13;2023-04-05T22:46:05+02:00;Paris
Blanqui - Docteur Bauer;28;3;22;15;7;2023-04-05T22:47:03+02:00;Saint-Ouen-sur-Seine
Cambronne - Mademoiselle;67;2;64;48;16;2023-04-05T22:46:50+02:00;Paris
Strasbourg - Saint-Denis;16;8;6;6;0;2023-04-05T22:45:49+02:00;Paris
Euryale Dehaynin - Loire;30;23;3;1;2;2023-04-05T22:46:35+02:00;Paris
Paganini - Davout;22;17;2;2;0;2023-04-05T22:40:15+02:00;Paris
Pyrénées - Cours de Vincennes;21;13;8;8;0;2023-04-05T22:47:16+02:00;Paris
Stalingrad - Henri Luisette;26;24;2;0;2;2023-04-05T22:41:14+02:00;Villejuif
Hôtel de Ville de Saint-Ouen;48;16;27;14;13;2023-04-05T22:45:46+02:00;Saint-Ouen-sur-Seine
Gare de Robinson;30;19;11;6;5;2023-04-05T22:45:44+02:00;Sceaux
Suffren - La Motte-Piquet;23;16;4;2;2;2023-04-05T22:45:07+02:00;Paris
Gare RER - Maurice Grandcoing;37;6;31;25;6;2023-04-05T22:46:03+02:00;Ivry-sur-Seine
Dôme - République;25;8;13;11;2;2023-04-05T22:46:54+02:00;Boulogne-Billancourt
Jardin Modèle - Pierre Boudou;18;1;14;8;6;2023-04-05T22:43:39+02:00;Asnières-sur-Seine
Taitbout - Châteaudun;39;37;1;1;0;2023-04-05T22:46:48+02:00;Paris
Jouffroy d'Abbans - Malesherbes;27;22;1;0;1;2023-04-05T22:44:38+02:00;Paris
Riquet - Marx Dormoy;29;3;22;4;18;2023-04-05T22:43:40+02:00;Paris
République - Louis Loucheur;37;12;25;12;13;2023-04-05T22:46:34+02:00;Champigny-sur-Marne
Franquet - Labrouste;37;17;19;16;3;2023-04-05T22:46:31+02:00;Paris
Mariotte - Batignolles;20;20;0;0;0;2022-12-05T09:45:14+01:00;Paris
Roquette - Auguste Laurent;16;1;15;14;1;2023-04-05T22:47:07+02:00;Paris
André Mazet - Saint-André des Arts;55;25;27;27;0;2023-04-05T22:46:10+02:00;Paris
Gergovie - Alésia;36;29;6;5;1;2023-04-05T22:46:18+02:00;Paris
Saint-Fiacre - Poissonière;35;32;1;1;0;2023-04-05T22:47:13+02:00;Paris
LCL Campus - Place Oscar Niemeyer;37;20;15;3;12;2023-04-05T22:46:53+02:00;Villejuif
Béranger - Félix Faure;28;10;17;5;12;2023-04-05T22:42:48+02:00;Châtillon
Général De Gaulle - Vivien;22;5;17;3;14;2023-04-05T22:44:55+02:00;Saint-Mandé
Mûriers - Père Lachaise;20;13;7;2;5;2023-04-05T22:41:33+02:00;Paris
Pierre Joseph Desault;19;1;16;10;6;2023-04-05T22:45:46+02:00;Paris
Place du Maréchal de Lattre de Tassigny;27;1;23;15;8;2023-04-05T22:42:13+02:00;Vanves
Guillaume Tell - Parc Henri Barbusse;20;14;5;2;3;2023-04-05T22:45:37+02:00;Pantin
Martyrs de Châteaubriant - Jean Grandel;38;32;5;5;0;2023-04-05T22:45:20+02:00;Argenteuil
Hector Malot - Daumesnil;54;6;47;46;1;2023-04-05T22:47:12+02:00;Paris
Place Charles de Gaulle;24;21;3;0;3;2023-04-05T22:46:35+02:00;Ville-d'Avray
Hôtel de Ville de Vincennes;27;24;3;2;1;2023-04-05T22:42:09+02:00;Vincennes
Clef des Champs - Albert Dhalenne;28;13;7;4;3;2023-04-05T22:43:34+02:00;Saint-Ouen-sur-Seine
Gambetta - Tourelles;20;0;0;0;0;2023-04-05T11:51:12+02:00;Paris
Madeleine Vionnet;34;31;7;1;6;2023-04-05T22:47:07+02:00;Aubervilliers
Hispano Suiza - Parc des Bruyères;30;5;23;17;6;2023-04-05T22:44:49+02:00;Bois-Colombes
Manin - Secrétan;20;17;1;0;1;2023-04-05T22:47:02+02:00;Paris
Dominique Pado - Croix Nivert;22;5;15;14;1;2023-04-05T22:46:02+02:00;Paris
Château de Vincennes;52;41;9;7;2;2023-04-05T22:46:16+02:00;Paris
Olympiades;36;24;10;4;6;2023-04-05T22:45:55+02:00;Paris
Mathis - Flandre;55;39;15;8;7;2023-04-05T22:43:52+02:00;Paris
Maine - Jean Zay;50;44;5;3;2;2023-04-05T22:47:17+02:00;Paris
Pierre Charron - Champs-Elysées;32;28;1;0;1;2023-04-05T22:44:39+02:00;Paris
Assas - Rennes;32;31;1;0;1;2023-04-05T22:45:01+02:00;Paris
Paix - Verdun;35;23;11;2;9;2023-04-05T22:45:41+02:00;Courbevoie
Tombe Issoire - René Coty;36;24;12;5;7;2023-04-05T22:46:49+02:00;Paris
Chevaleret - Louise Weiss;35;30;3;2;1;2023-04-05T22:46:06+02:00;Paris
Siam - La Pompe;16;9;6;3;3;2023-04-05T22:47:16+02:00;Paris
Balzac - Champs Elysées;30;29;1;0;1;2023-04-05T22:44:04+02:00;Paris
George Sand - Jean de La Fontaine;29;2;25;22;3;2023-04-05T22:46:08+02:00;Paris
Place du Docteur Yersin;50;47;3;0;3;2023-04-05T22:37:44+02:00;Paris
Charonne - Alexandre Dumas;35;16;18;6;12;2023-04-05T22:46:51+02:00;Paris
Dom-Pérignon - Gravelle;50;38;11;4;7;2023-04-05T22:44:21+02:00;Paris
Bourdonnais - Tour Eiffel;60;33;22;22;0;2023-04-05T22:44:56+02:00;Paris
Maxime Gorki - Paul Vaillant-Couturier;20;8;12;2;10;2023-04-05T22:44:19+02:00;Villejuif
Marcel Pourtout - Édouard Manet;24;5;18;11;7;2023-04-05T22:43:21+02:00;Rueil-Malmaison
Francoeur - Caulaincourt;34;10;20;4;16;2023-04-05T22:47:10+02:00;Paris
René Coty - Place Denfert-Rochereau;36;26;10;5;5;2023-04-05T22:39:51+02:00;Paris
Lecourbe - Convention;46;2;43;33;10;2023-04-05T22:46:55+02:00;Paris
Duhamel - André Gide;20;15;4;0;4;2023-04-05T22:42:52+02:00;Paris
Hauteville - Bonne Nouvelle;17;15;2;1;1;2023-04-05T22:46:02+02:00;Paris
Mairie de Bagnolet;28;28;0;0;0;2023-04-05T22:40:16+02:00;Bagnolet
Place de la vache noire;25;22;2;0;2;2023-04-05T22:47:00+02:00;Arcueil
Marceau - Président Wilson;32;25;3;2;1;2023-04-05T22:46:30+02:00;Paris
Place Charles Digeon;32;14;16;6;10;2023-04-05T22:46:14+02:00;Saint-Mandé
Legendre - Nollet;30;11;18;16;2;2023-04-05T22:46:36+02:00;Paris
Gouthière - Poterne des Peupliers;33;23;9;7;2;2023-04-05T22:44:29+02:00;Paris
Rome - Provence;30;28;1;0;1;2023-04-05T22:45:48+02:00;Paris
Place de la Nation - Taillebourg;47;43;4;4;0;2023-04-05T22:43:53+02:00;Paris
Gabriel Péri - Place de la Libération;18;7;11;4;7;2023-04-05T22:42:48+02:00;Montrouge
Port Royal - Hôpital Cochin;23;19;2;1;1;2023-04-05T22:41:39+02:00;Paris
Rampal - Belleville;17;6;9;6;3;2023-04-05T22:47:12+02:00;Paris
Place Eustache Deschamps;20;0;19;12;7;2023-04-05T22:44:54+02:00;Cachan
Verdier - République;29;22;7;2;5;2023-04-05T22:43:52+02:00;Montrouge
Moscou - Edouard Vaillant;30;27;1;0;1;2023-04-05T22:41:07+02:00;Bobigny
Louis Blanc - Aqueduc;37;19;13;6;7;2023-04-05T22:47:15+02:00;Paris
Buzenval - Vignoles;17;7;10;4;6;2023-04-05T22:47:00+02:00;Paris
Philippe-Auguste;48;42;4;4;0;2023-04-05T22:43:09+02:00;Paris
Edouard Pailleron - Bouret;27;26;0;0;0;2023-04-05T22:37:37+02:00;Paris
Bois de Vincennes - Polygone;51;41;9;8;1;2023-04-05T22:43:48+02:00;Paris
Pyrénées - Charles Renouvier;29;20;9;1;8;2023-04-05T22:41:55+02:00;Paris
Colonel Pierre Avia;29;22;5;3;2;2023-04-05T22:46:26+02:00;Paris
Bercy - Traversiére;30;21;7;5;2;2023-04-05T22:43:35+02:00;Paris
Regard - Rennes;46;40;4;3;1;2023-04-05T22:44:58+02:00;Paris
